"","IMPORTETOTAL","SEXO","FORMAPAGO","ESTADOCIVIL"
"26188",14.31,"Hombre","Tarjeta Débito","Soltero/a"
"26189",5.5875,"Mujer","Tarjeta de Crédito","Casado/a"
"26190",7.95,"Mujer","Tarjeta de Crédito","Casado/a"
"26191",35.095,"Mujer","Tarjeta Débito","Casado/a"
"26192",31.7075,"Empresa","Tarjeta Débito",""
"26193",34.45,"Empresa","Tarjeta de Crédito",""
"26194",32.895,"Empresa","Tarjeta de Crédito",""
"26195",182.625,"Empresa","Tarjeta Débito",""
"26196",82.395,"Empresa","Tarjeta Débito",""
"26197",30.75,"Empresa","Tarjeta Débito",""
"26198",71.025,"Empresa","Tarjeta Débito",""
"26199",27.865,"Empresa","Tarjeta Débito",""
"26200",56.15,"Empresa","Tarjeta Débito",""
"26201",42.65,"Empresa","Tarjeta Débito",""
"26202",51.94,"Empresa","Tarjeta Débito",""
"26203",21.3025,"Mujer","Tarjeta Débito","Casado/a"
"26204",33.1925,"Mujer","Tarjeta Débito","Casado/a"
"26205",34.115,"Mujer","Efectivo","Casado/a"
"26206",80.47,"Mujer","Tarjeta Débito","Casado/a"
"26207",29.075,"Hombre","Tarjeta Débito","Casado/a"
"26208",6.75,"Hombre","Tarjeta de Crédito","Casado/a"
"26209",31.725,"Hombre","Tarjeta de Crédito","Casado/a"
"26210",29.95,"Mujer","Tarjeta Débito","Soltero/a"
"26211",21.89,"Mujer","Tarjeta de Crédito","Soltero/a"
"26212",30.5,"Mujer","Tarjeta de Crédito","Soltero/a"
"26213",6.95,"Mujer","Efectivo","Soltero/a"
"26214",47.95,"Mujer","Tarjeta de Crédito","Casado/a"
"26215",22.975,"Mujer","Tarjeta Débito","Casado/a"
"26216",33.62,"Hombre","Tarjeta de Crédito","Casado/a"
"26217",47.08,"Hombre","Tarjeta Débito","Casado/a"
"26218",6.61,"Hombre","Efectivo","Divorciado/a"
"26219",8.11,"Hombre","Tarjeta de Crédito","Divorciado/a"
"26220",89.94,"Hombre","Tarjeta de Crédito","Casado/a"
"26221",19.995,"Hombre","Tarjeta de Crédito","Casado/a"
"26222",53.2325,"Hombre","Tarjeta Débito","Casado/a"
"26223",9.04,"Hombre","Tarjeta de Crédito","Casado/a"
"26224",60.45,"Mujer","Tarjeta Débito","Soltero/a"
"26225",14.975,"Mujer","Tarjeta Débito","Soltero/a"
"26226",65.71,"Mujer","Efectivo","Casado/a"
"26227",66.625,"Mujer","Efectivo","Casado/a"
"26228",4.975,"Mujer","Tarjeta de Crédito","Casado/a"
"26229",87.53,"Mujer","Tarjeta de Crédito","Casado/a"
"26230",16.2275,"Hombre","Tarjeta de Crédito","Soltero/a"
"26231",7.62,"Hombre","Tarjeta de Crédito","Soltero/a"
"26232",34.8,"Hombre","Tarjeta Débito","Casado/a"
"26233",63.4225,"Hombre","Tarjeta Débito","Casado/a"
"26234",6.225,"Hombre","Tarjeta de Crédito","Casado/a"
"26235",90.14,"Hombre","Tarjeta de Crédito","Casado/a"
"26236",7.95,"Hombre","Efectivo","Soltero/a"
"26237",84.19,"Hombre","Tarjeta Débito","Soltero/a"
"26238",5.5875,"Hombre","Tarjeta de Crédito","Soltero/a"
"26239",22.61,"Hombre","Tarjeta de Crédito","Soltero/a"
"26240",50.6,"Hombre","Tarjeta de Crédito","Soltero/a"
"26241",30.5,"Hombre","Tarjeta de Crédito","Soltero/a"
"26242",50.925,"Empresa","Efectivo",""
"26243",251.85,"Empresa","Efectivo",""
"26244",93.015,"Empresa","Efectivo",""
"26245",129.035,"Empresa","Efectivo",""
"26246",133.875,"Empresa","Tarjeta de Crédito",""
"26247",30.5,"Empresa","Efectivo",""
"26248",76.3,"Empresa","Tarjeta de Crédito",""
"26249",24.0625,"Empresa","Tarjeta Débito",""
"26250",9.4,"Empresa","Tarjeta Débito",""
"26251",11.05,"Empresa","Tarjeta Débito",""
"26252",29.95,"Empresa","Tarjeta de Crédito",""
"26253",46.3,"Mujer","Efectivo","Casado/a"
"26254",67.8375,"Mujer","Tarjeta Débito","Casado/a"
"26255",155.2,"Mujer","Tarjeta de Crédito","Casado/a"
"26256",27.95,"Mujer","Tarjeta de Crédito","Casado/a"
"26257",34.23,"Mujer","Tarjeta Débito","Casado/a"
"26258",65.25,"Mujer","Tarjeta Débito","Casado/a"
"26259",54,"Hombre","Tarjeta Débito","Casado/a"
"26260",29.95,"Hombre","Tarjeta Débito","Casado/a"
"26261",37.42,"Mujer","Tarjeta Débito","Soltero/a"
"26262",17.35,"Mujer","Efectivo","Soltero/a"
"26263",63.25,"Mujer","Tarjeta de Crédito","Soltero/a"
"26264",48.0775,"Mujer","Efectivo","Soltero/a"
"26265",48.925,"Hombre","Tarjeta de Crédito","Casado/a"
"26266",68.7,"Hombre","Tarjeta Débito","Casado/a"
"26267",44.9175,"Hombre","Tarjeta Débito","Casado/a"
"26268",44.97,"Hombre","Tarjeta Débito","Casado/a"
"26269",4.975,"Hombre","Efectivo","Divorciado/a"
"26270",21.025,"Hombre","Efectivo","Divorciado/a"
"26271",56.475,"Hombre","Efectivo","Casado/a"
"26272",25.95,"Hombre","Tarjeta Débito","Casado/a"
"26273",22.5,"Hombre","Tarjeta Débito","Casado/a"
"26274",16.8125,"Hombre","Tarjeta de Crédito","Casado/a"
"26275",41.7625,"Mujer","Tarjeta de Crédito","Soltero/a"
"26276",29.95,"Mujer","Tarjeta Débito","Soltero/a"
"26277",153.22,"Mujer","Efectivo","Soltero/a"
"26278",16.1,"Mujer","Tarjeta de Crédito","Casado/a"
"26279",58.5125,"Mujer","Efectivo","Casado/a"
"26280",108.2875,"Mujer","Tarjeta de Crédito","Casado/a"
"26281",54.745,"Mujer","Tarjeta de Crédito","Casado/a"
"26282",101.595,"Hombre","Efectivo","Casado/a"
"26283",14.8225,"Hombre","Tarjeta de Crédito","Casado/a"
"26284",15.625,"Hombre","Tarjeta de Crédito","Casado/a"
"26285",27.3725,"Hombre","Tarjeta de Crédito","Casado/a"
"26286",38.2,"Hombre","Tarjeta Débito","Casado/a"
"26287",17.25,"Hombre","Efectivo","Casado/a"
"26288",5.725,"Hombre","Efectivo","Soltero/a"
"26289",67.925,"Hombre","Tarjeta de Crédito","Casado/a"
"26290",25.925,"Hombre","Efectivo","Casado/a"
"26291",63.49,"Hombre","Tarjeta Débito","Casado/a"
"26292",62.5,"Hombre","Tarjeta de Crédito","Soltero/a"
"26293",22.35,"Hombre","Efectivo","Soltero/a"
"26294",41.9875,"Hombre","Tarjeta de Crédito","Soltero/a"
"26295",34.75,"Hombre","Tarjeta de Crédito","Soltero/a"
"26296",48.575,"Hombre","Efectivo","Soltero/a"
"26297",25.775,"Hombre","Tarjeta Débito","Soltero/a"
"26298",11.675,"Mujer","Tarjeta de Crédito","Soltero/a"
"26299",12.265,"Mujer","Efectivo","Soltero/a"
"26300",6.475,"Empresa","Tarjeta de Crédito",""
"26301",173.29,"Empresa","Tarjeta Débito",""
"26302",74.675,"Empresa","Tarjeta Débito",""
"26303",90.065,"Empresa","Efectivo",""
"26304",11.725,"Hombre","Tarjeta de Crédito","Casado/a"
"26305",6.225,"Hombre","Tarjeta de Crédito","Casado/a"
"26306",69.735,"Empresa","Efectivo",""
"26307",45.2,"Empresa","Tarjeta de Crédito",""
"26308",7.57,"Mujer","Efectivo","Divorciado/a"
"26309",12.7,"Mujer","Tarjeta Débito","Divorciado/a"
"26310",11.48,"Hombre","Efectivo","Soltero/a"
"26311",7.225,"Hombre","Efectivo","Soltero/a"
"26312",36.595,"Mujer","Tarjeta Débito","Casado/a"
"26313",10.8,"Mujer","Efectivo","Casado/a"
"26314",54.9,"Mujer","Tarjeta Débito","Soltero/a"
"26315",37.145,"Mujer","Tarjeta Débito","Soltero/a"
"26316",39.9,"Mujer","Tarjeta de Crédito","Soltero/a"
"26317",83.85,"Mujer","Tarjeta Débito","Soltero/a"
"26318",51.7,"Mujer","Tarjeta de Crédito","Soltero/a"
"26319",49.95,"Mujer","Tarjeta de Crédito","Soltero/a"
"26320",16.225,"Mujer","Tarjeta Débito","Soltero/a"
"26321",102.4,"Mujer","Tarjeta Débito","Casado/a"
"26322",32.35,"Mujer","Efectivo","Casado/a"
"26323",15.9,"Mujer","Efectivo","Soltero/a"
"26324",29.28,"Mujer","Efectivo","Soltero/a"
"26325",17.21,"Hombre","Tarjeta de Crédito","Casado/a"
"26326",20.95,"Hombre","Tarjeta Débito","Casado/a"
"26327",53.05,"Hombre","Tarjeta Débito","Casado/a"
"26328",28.925,"Mujer","Tarjeta de Crédito","Soltero/a"
"26329",9.57,"Mujer","Tarjeta de Crédito","Soltero/a"
"26330",24.3,"Mujer","Tarjeta Débito","Casado/a"
"26331",89.945,"Mujer","Tarjeta Débito","Casado/a"
"26332",23.5875,"Mujer","Tarjeta Débito","Casado/a"
"26333",22.975,"Mujer","Tarjeta Débito","Casado/a"
"26334",60.27,"Hombre","Efectivo","Casado/a"
"26335",9.2875,"Hombre","Tarjeta de Crédito","Casado/a"
"26336",16,"Hombre","Tarjeta de Crédito","Casado/a"
"26337",39.57,"Hombre","Efectivo","Casado/a"
"26338",63.21,"Hombre","Tarjeta de Crédito","Casado/a"
"26339",14.7,"Hombre","Tarjeta de Crédito","Casado/a"
"26340",3.725,"Hombre","Efectivo","Casado/a"
"26341",19.01,"Hombre","Tarjeta Débito","Casado/a"
"26342",46.975,"Hombre","Tarjeta Débito","Casado/a"
"26343",9.3,"Hombre","Tarjeta de Crédito","Casado/a"
"26344",82.85,"Hombre","Tarjeta de Crédito","Casado/a"
"26345",4.975,"Hombre","Tarjeta de Crédito","Casado/a"
"26346",4.975,"Hombre","Tarjeta de Crédito","Casado/a"
"26347",7.8125,"Hombre","Tarjeta de Crédito","Casado/a"
"26348",8.525,"Hombre","Tarjeta de Crédito","Soltero/a"
"26349",17.25,"Hombre","Tarjeta de Crédito","Soltero/a"
"26350",47.82,"Hombre","Tarjeta Débito","Soltero/a"
"26351",96.105,"Hombre","Tarjeta de Crédito","Soltero/a"
"26352",50.76,"Mujer","Efectivo","Soltero/a"
"26353",32.35,"Mujer","Tarjeta de Crédito","Soltero/a"
"26354",86.26,"Empresa","Tarjeta Débito",""
"26355",124.6525,"Empresa","Efectivo",""
"26356",35.95,"Empresa","Tarjeta de Crédito",""
"26357",26.76,"Empresa","Tarjeta Débito",""
"26358",56.85,"Empresa","Tarjeta de Crédito",""
"26359",10.5625,"Hombre","Tarjeta Débito","Casado/a"
"26360",33.925,"Hombre","Tarjeta de Crédito","Casado/a"
"26361",59.45,"Empresa","Tarjeta de Crédito",""
"26362",16.735,"Empresa","Tarjeta de Crédito",""
"26363",53.39,"Mujer","Tarjeta Débito","Divorciado/a"
"26364",62.55,"Mujer","Tarjeta Débito","Divorciado/a"
"26365",36.93,"Hombre","Efectivo","Soltero/a"
"26366",47.975,"Mujer","Efectivo","Casado/a"
"26367",29.35,"Mujer","Efectivo","Casado/a"
"26368",12.02,"Hombre","Tarjeta de Crédito","Casado/a"
"26369",28.025,"Hombre","Tarjeta Débito","Casado/a"
"26370",68.53,"Mujer","Tarjeta de Crédito","Soltero/a"
"26371",27.325,"Mujer","Tarjeta de Crédito","Soltero/a"
"26372",127.69,"Mujer","Tarjeta de Crédito","Soltero/a"
"26373",77.1125,"Mujer","Tarjeta Débito","Soltero/a"
"26374",32,"Mujer","Tarjeta de Crédito","Soltero/a"
"26375",33.25,"Mujer","Efectivo","Soltero/a"
"26376",10.175,"Mujer","Tarjeta de Crédito","Soltero/a"
"26377",37.645,"Mujer","Efectivo","Soltero/a"
"26378",37.975,"Mujer","Efectivo","Casado/a"
"26379",16.2,"Mujer","Tarjeta Débito","Casado/a"
"26380",15.485,"Mujer","Tarjeta de Crédito","Soltero/a"
"26381",32,"Mujer","Tarjeta de Crédito","Soltero/a"
"26382",16,"Hombre","Efectivo","Casado/a"
"26383",15.4,"Hombre","Efectivo","Casado/a"
"26384",29.5,"Hombre","Efectivo","Casado/a"
"26385",4.975,"Mujer","Efectivo","Soltero/a"
"26386",54.24,"Mujer","Tarjeta de Crédito","Soltero/a"
"26387",61.8125,"Mujer","Tarjeta Débito","Casado/a"
"26388",40.3625,"Mujer","Efectivo","Casado/a"
"26389",123.5825,"Hombre","Tarjeta de Crédito","Casado/a"
"26390",29.95,"Hombre","Tarjeta Débito","Casado/a"
"26391",12.7,"Hombre","Tarjeta de Crédito","Casado/a"
"26392",75.2,"Hombre","Tarjeta Débito","Casado/a"
"26393",80.575,"Hombre","Tarjeta de Crédito","Casado/a"
"26394",18.08,"Hombre","Tarjeta Débito","Casado/a"
"26395",32.6,"Hombre","Efectivo","Soltero/a"
"26396",32.45,"Hombre","Tarjeta de Crédito","Soltero/a"
"26397",4.6875,"Hombre","Efectivo","Casado/a"
"26398",4.975,"Hombre","Efectivo","Casado/a"
"26399",18.3,"Hombre","Tarjeta Débito","Casado/a"
"26400",5.37,"Hombre","Tarjeta de Crédito","Casado/a"
"26401",19.5175,"Hombre","Tarjeta de Crédito","Casado/a"
"26402",28.4675,"Empresa","Tarjeta de Crédito",""
"26403",9.95,"Empresa","Efectivo",""
"26404",47.12,"Mujer","Tarjeta Débito","Casado/a"
"26405",43.8,"Mujer","Tarjeta de Crédito","Casado/a"
"26406",28.0575,"Mujer","Tarjeta de Crédito","Casado/a"
"26407",19.375,"Mujer","Tarjeta Débito","Casado/a"
"26408",31.2,"Hombre","Efectivo","Casado/a"
"26409",6.225,"Hombre","Tarjeta Débito","Casado/a"
"26410",36.15,"Hombre","Efectivo","Casado/a"
"26411",61.195,"Hombre","Tarjeta Débito","Casado/a"
"26412",6.975,"Hombre","Tarjeta de Crédito","Divorciado/a"
"26413",6.75,"Hombre","Efectivo","Divorciado/a"
"26414",14.34,"Mujer","Tarjeta Débito","Casado/a"
"26415",72.125,"Mujer","Tarjeta de Crédito","Casado/a"
"26416",26.175,"Mujer","Tarjeta de Crédito","Casado/a"
"26417",47.0625,"Mujer","Efectivo","Casado/a"
"26418",114.36,"Empresa","Tarjeta Débito",""
"26419",175.7675,"Empresa","Efectivo",""
"26420",8.11,"Mujer","Tarjeta Débito","Soltero/a"
"26421",25,"Mujer","Tarjeta de Crédito","Soltero/a"
"26422",3.725,"Mujer","Tarjeta de Crédito","Soltero/a"
"26423",6.225,"Hombre","Efectivo","Soltero/a"
"26424",14.585,"Hombre","Tarjeta de Crédito","Soltero/a"
"26425",14.93,"Hombre","Tarjeta de Crédito","Divorciado/a"
"26426",51.2225,"Hombre","Tarjeta Débito","Divorciado/a"
"26427",43.72,"Mujer","Tarjeta Débito","Casado/a"
"26428",29.95,"Mujer","Tarjeta de Crédito","Casado/a"
"26429",125.29,"Mujer","Efectivo","Casado/a"
"26430",47.505,"Mujer","Tarjeta de Crédito","Casado/a"
"26431",29.95,"Mujer","Tarjeta de Crédito","Soltero/a"
"26432",7.8125,"Hombre","Tarjeta Débito","Casado/a"
"26433",20.93,"Hombre","Tarjeta de Crédito","Casado/a"
"26434",29.95,"Hombre","Tarjeta de Crédito","Casado/a"
"26435",5.1,"Mujer","Tarjeta Débito","Casado/a"
"26436",16.11,"Mujer","Tarjeta de Crédito","Casado/a"
"26437",27.86,"Mujer","Tarjeta de Crédito","Casado/a"
"26438",14.425,"Mujer","Efectivo","Casado/a"
"26439",28.35,"Hombre","Tarjeta de Crédito","Casado/a"
"26440",9.04,"Hombre","Tarjeta de Crédito","Casado/a"
"26441",370.02,"Empresa","Tarjeta de Crédito",""
"26442",43.11,"Empresa","Tarjeta Débito",""
"26443",59.99,"Mujer","Tarjeta Débito","Casado/a"
"26444",55.26,"Mujer","Tarjeta Débito","Casado/a"
"26445",32.45,"Mujer","Efectivo","Casado/a"
"26446",31.8375,"Mujer","Tarjeta Débito","Casado/a"
"26447",97.655,"Hombre","Tarjeta de Crédito","Casado/a"
"26448",6.475,"Hombre","Efectivo","Casado/a"
"26449",22.575,"Hombre","Tarjeta de Crédito","Casado/a"
"26450",18.4625,"Hombre","Tarjeta de Crédito","Divorciado/a"
"26451",32.6,"Hombre","Tarjeta de Crédito","Divorciado/a"
"26452",19.2625,"Hombre","Tarjeta Débito","Divorciado/a"
"26453",20.64,"Mujer","Tarjeta de Crédito","Soltero/a"
"26454",30.54,"Mujer","Tarjeta Débito","Soltero/a"
"26455",38.8,"Mujer","Tarjeta de Crédito","Casado/a"
"26456",28,"Mujer","Tarjeta Débito","Casado/a"
"26457",45.695,"Mujer","Tarjeta de Crédito","Casado/a"
"26458",41.43,"Mujer","Tarjeta de Crédito","Casado/a"
"26459",122.2625,"Empresa","Tarjeta de Crédito",""
"26460",10.52,"Mujer","Tarjeta de Crédito","Soltero/a"
"26461",18.005,"Mujer","Efectivo","Soltero/a"
"26462",19.285,"Mujer","Tarjeta de Crédito","Soltero/a"
"26463",9.04,"Hombre","Efectivo","Soltero/a"
"26464",32.6,"Hombre","Tarjeta de Crédito","Divorciado/a"
"26465",41.4,"Hombre","Tarjeta de Crédito","Divorciado/a"
"26466",16.405,"Hombre","Tarjeta de Crédito","Divorciado/a"
"26467",5.5625,"Hombre","Efectivo","Soltero/a"
"26468",7.57,"Hombre","Tarjeta Débito","Soltero/a"
"26469",95.48,"Mujer","Efectivo","Casado/a"
"26470",58.25,"Mujer","Efectivo","Casado/a"
"26471",11.45,"Mujer","Tarjeta de Crédito","Casado/a"
"26472",80.175,"Mujer","Tarjeta de Crédito","Casado/a"
"26473",39.075,"Hombre","Tarjeta de Crédito","Casado/a"
"26474",20.35,"Hombre","Tarjeta Débito","Casado/a"
"26475",20.5875,"Hombre","Tarjeta de Crédito","Casado/a"
"26476",43.37,"Hombre","Tarjeta de Crédito","Casado/a"
"26477",6.35,"Mujer","Efectivo","Casado/a"
"26478",16.11,"Mujer","Efectivo","Casado/a"
"26479",3.725,"Mujer","Tarjeta de Crédito","Casado/a"
"26480",5.5625,"Mujer","Tarjeta Débito","Casado/a"
"26481",7.95,"Hombre","Tarjeta de Crédito","Casado/a"
"26482",24,"Hombre","Tarjeta Débito","Casado/a"
"26483",54,"Empresa","Efectivo",""
"26484",248.24,"Empresa","Tarjeta de Crédito",""
"26485",60.435,"Empresa","Tarjeta de Crédito",""
"26486",18.08,"Mujer","Efectivo","Casado/a"
"26487",132.95,"Mujer","Efectivo","Casado/a"
"26488",8.36,"Mujer","Tarjeta de Crédito","Casado/a"
"26489",49.895,"Mujer","Efectivo","Casado/a"
"26490",44.11,"Mujer","Tarjeta de Crédito","Casado/a"
"26491",38.825,"Mujer","Tarjeta de Crédito","Soltero/a"
"26492",15.02,"Mujer","Tarjeta de Crédito","Soltero/a"
"26493",18.03,"Mujer","Tarjeta Débito","Casado/a"
"26494",89.3,"Mujer","Efectivo","Casado/a"
"26495",27.12,"Mujer","Efectivo","Casado/a"
"26496",109,"Mujer","Tarjeta de Crédito","Casado/a"
"26497",11.51,"Hombre","Tarjeta de Crédito","Soltero/a"
"26498",5.3,"Hombre","Efectivo","Soltero/a"
"26499",4.975,"Hombre","Tarjeta Débito","Soltero/a"
"26500",7.475,"Hombre","Tarjeta Débito","Soltero/a"
"26501",34.54,"Hombre","Tarjeta de Crédito","Soltero/a"
"26502",5.1,"Hombre","Tarjeta de Crédito","Soltero/a"
"26503",55.3,"Hombre","Efectivo","Divorciado/a"
"26504",42.05,"Hombre","Tarjeta Débito","Divorciado/a"
"26505",19.37,"Hombre","Efectivo","Divorciado/a"
"26506",23.71,"Hombre","Tarjeta Débito","Soltero/a"
"26507",5.5625,"Hombre","Tarjeta Débito","Soltero/a"
"26508",19.95,"Hombre","Tarjeta Débito","Soltero/a"
"26509",29.95,"Hombre","Tarjeta Débito","Soltero/a"
"26510",15.25,"Hombre","Tarjeta de Crédito","Soltero/a"
"26511",20.44,"Mujer","Tarjeta de Crédito","Casado/a"
"26512",7,"Hombre","Tarjeta Débito","Casado/a"
"26513",6.475,"Hombre","Tarjeta Débito","Casado/a"
"26514",13.5,"Hombre","Tarjeta Débito","Casado/a"
"26515",35.25,"Hombre","Tarjeta de Crédito","Casado/a"
"26516",5.3,"Mujer","Tarjeta Débito","Casado/a"
"26517",62.49,"Mujer","Efectivo","Casado/a"
"26518",32.6,"Hombre","Efectivo","Divorciado/a"
"26519",20.325,"Hombre","Efectivo","Casado/a"
"26520",24.225,"Hombre","Tarjeta de Crédito","Casado/a"
"26521",6.2,"Empresa","Tarjeta Débito",""
"26522",7.95,"Empresa","Efectivo",""
"26523",10,"Mujer","Efectivo","Casado/a"
"26524",29.95,"Mujer","Efectivo","Casado/a"
"26525",9.95,"Mujer","Tarjeta Débito","Casado/a"
"26526",32.6,"Mujer","Tarjeta de Crédito","Casado/a"
"26527",27.84,"Mujer","Tarjeta Débito","Casado/a"
"26528",84.5,"Mujer","Efectivo","Casado/a"
"26529",23.74,"Mujer","Tarjeta de Crédito","Casado/a"
"26530",6.475,"Mujer","Tarjeta de Crédito","Casado/a"
"26531",208.595,"Empresa","Efectivo",""
"26532",405.91,"Empresa","Tarjeta de Crédito",""
"26533",41.75,"Hombre","Efectivo","Soltero/a"
"26534",38.78,"Hombre","Efectivo","Soltero/a"
"26535",16.9,"Hombre","Tarjeta de Crédito","Soltero/a"
"26536",5.5625,"Hombre","Tarjeta de Crédito","Soltero/a"
"26537",9.04,"Hombre","Tarjeta Débito","Soltero/a"
"26538",14.79,"Hombre","Efectivo","Soltero/a"
"26539",27,"Hombre","Tarjeta de Crédito","Soltero/a"
"26540",5.5625,"Hombre","Efectivo","Soltero/a"
"26541",73.79,"Hombre","Tarjeta Débito","Divorciado/a"
"26542",68.73,"Hombre","Tarjeta Débito","Divorciado/a"
"26543",29.5875,"Hombre","Tarjeta de Crédito","Soltero/a"
"26544",34.105,"Hombre","Tarjeta Débito","Soltero/a"
"26545",10.5375,"Hombre","Tarjeta Débito","Soltero/a"
"26546",5.5625,"Hombre","Efectivo","Soltero/a"
"26547",57.81,"Hombre","Tarjeta de Crédito","Soltero/a"
"26548",4.975,"Hombre","Tarjeta de Crédito","Casado/a"
"26549",77.605,"Mujer","Tarjeta de Crédito","Casado/a"
"26550",29.95,"Hombre","Tarjeta de Crédito","Casado/a"
"26551",27.63,"Hombre","Tarjeta de Crédito","Casado/a"
"26552",14.31,"Mujer","Tarjeta Débito","Casado/a"
"26553",16.245,"Mujer","Tarjeta Débito","Casado/a"
"26554",30.5,"Hombre","Tarjeta Débito","Divorciado/a"
"26555",7.5,"Hombre","Tarjeta de Crédito","Divorciado/a"
"26556",25.11,"Hombre","Tarjeta Débito","Soltero/a"
"26557",22.975,"Hombre","Tarjeta de Crédito","Soltero/a"
"26558",10.225,"Hombre","Tarjeta de Crédito","Soltero/a"
"26559",57.95,"Hombre","Tarjeta Débito","Soltero/a"
"26560",27,"Mujer","Tarjeta de Crédito","Casado/a"
"26561",6.75,"Mujer","Tarjeta de Crédito","Casado/a"
"26562",30.5,"Mujer","Efectivo","Casado/a"
"26563",11.325,"Mujer","Tarjeta de Crédito","Casado/a"
"26564",93.6,"Hombre","Tarjeta de Crédito","Soltero/a"
"26565",145.295,"Hombre","Tarjeta Débito","Soltero/a"
"26566",95.555,"Hombre","Efectivo","Soltero/a"
"26567",8.9,"Hombre","Tarjeta de Crédito","Soltero/a"
"26568",6.8375,"Hombre","Efectivo","Casado/a"
"26569",88.51,"Hombre","Tarjeta Débito","Casado/a"
"26570",29.1575,"Mujer","Efectivo","Soltero/a"
"26571",80.85,"Mujer","Tarjeta de Crédito","Soltero/a"
"26572",232.675,"Empresa","Efectivo",""
"26573",252.785,"Empresa","Efectivo",""
"26574",377.535,"Empresa","Tarjeta de Crédito",""
"26575",175.26,"Empresa","Tarjeta Débito",""
"26576",235.97,"Empresa","Efectivo",""
"26577",14.24,"Mujer","Efectivo","Casado/a"
"26578",18.08,"Hombre","Efectivo","Soltero/a"
"26579",17.35,"Hombre","Tarjeta Débito","Soltero/a"
"26580",80.8,"Hombre","Tarjeta Débito","Divorciado/a"
"26581",122.78,"Hombre","Tarjeta Débito","Divorciado/a"
"26582",43.96,"Hombre","Tarjeta de Crédito","Casado/a"
"26583",6.475,"Hombre","Tarjeta Débito","Casado/a"
"26584",32.6,"Hombre","Tarjeta de Crédito","Casado/a"
"26585",19.925,"Empresa","Tarjeta de Crédito",""
"26586",89.125,"Empresa","Tarjeta de Crédito",""
"26587",13.085,"Hombre","Efectivo","Soltero/a"
"26588",30.5,"Hombre","Efectivo","Soltero/a"
"26589",5.5625,"Hombre","Tarjeta Débito","Soltero/a"
"26590",59.9,"Mujer","Tarjeta Débito","Casado/a"
"26591",38.975,"Hombre","Tarjeta de Crédito","Soltero/a"
"26592",6.475,"Hombre","Efectivo","Soltero/a"
"26593",27.07,"Hombre","Tarjeta Débito","Soltero/a"
"26594",7.95,"Mujer","Tarjeta de Crédito","Casado/a"
"26595",3.725,"Mujer","Efectivo","Casado/a"
"26596",9.26,"Mujer","Tarjeta de Crédito","Casado/a"
"26597",5.5625,"Mujer","Tarjeta Débito","Casado/a"
"26598",82.49,"Hombre","Efectivo","Soltero/a"
"26599",141.39,"Hombre","Tarjeta Débito","Soltero/a"
"26600",11.2,"Hombre","Tarjeta de Crédito","Soltero/a"
"26601",132.2,"Hombre","Efectivo","Soltero/a"
"26602",65.1825,"Hombre","Efectivo","Casado/a"
"26603",7.715,"Hombre","Efectivo","Casado/a"
"26604",6.475,"Mujer","Efectivo","Soltero/a"
"26605",29.95,"Mujer","Tarjeta de Crédito","Soltero/a"
"26606",60.975,"Mujer","Efectivo","Soltero/a"
"26607",164.03,"Empresa","Tarjeta de Crédito",""
"26608",121.9,"Empresa","Tarjeta Débito",""
"26609",19.425,"Empresa","Efectivo",""
"26610",204.8,"Empresa","Tarjeta de Crédito",""
"26611",9.975,"Mujer","Tarjeta Débito","Casado/a"
"26612",15.74,"Mujer","Tarjeta de Crédito","Casado/a"
"26613",8.99,"Hombre","Tarjeta Débito","Soltero/a"
"26614",57.6,"Hombre","Tarjeta Débito","Divorciado/a"
"26615",57.35,"Hombre","Tarjeta Débito","Divorciado/a"
"26616",40.835,"Hombre","Efectivo","Divorciado/a"
"26617",7.1875,"Hombre","Tarjeta Débito","Casado/a"
"26618",65.25,"Hombre","Tarjeta Débito","Casado/a"
"26619",46.1,"Empresa","Efectivo",""
"26620",21.3625,"Empresa","Efectivo",""
"26621",48.015,"Hombre","Tarjeta Débito","Soltero/a"
"26622",14.31,"Hombre","Tarjeta de Crédito","Soltero/a"
"26623",11.675,"Mujer","Tarjeta de Crédito","Casado/a"
"26624",34.225,"Mujer","Tarjeta de Crédito","Casado/a"
"26625",30.5,"Hombre","Efectivo","Soltero/a"
"26626",4.975,"Hombre","Efectivo","Soltero/a"
"26627",14.16,"Hombre","Tarjeta Débito","Soltero/a"
"26628",9.04,"Hombre","Tarjeta Débito","Soltero/a"
"26629",26.8,"Hombre","Efectivo","Soltero/a"
"26630",19.075,"Hombre","Tarjeta de Crédito","Soltero/a"
"26631",15.4625,"Empresa","Tarjeta Débito",""
"26632",64.32,"Empresa","Tarjeta de Crédito",""
"26633",84.42,"Empresa","Efectivo",""
"26634",30.5,"Empresa","Tarjeta de Crédito",""
"26635",14.6,"Hombre","Tarjeta Débito","Casado/a"
"26636",5.5875,"Hombre","Tarjeta de Crédito","Casado/a"
"26637",42.2875,"Hombre","Efectivo","Casado/a"
"26638",14.725,"Hombre","Efectivo","Casado/a"
"26639",245.775,"Empresa","Tarjeta de Crédito",""
"26640",244.4975,"Empresa","Efectivo",""
"26641",137.7775,"Empresa","Tarjeta de Crédito",""
"26642",81.4,"Empresa","Efectivo",""
"26643",40.19,"Hombre","Efectivo","Divorciado/a"
"26644",9.9,"Hombre","Efectivo","Casado/a"
"26645",11.27,"Hombre","Tarjeta de Crédito","Casado/a"
